,Director,Actor,Frequency
1291,Steven Spielberg,Daniel Day-Lewis,1
1292,Steven Spielberg,Sally Field,1
1293,Steven Spielberg,David Strathairn,1
1294,Steven Spielberg,Joseph Gordon-Levitt,1
1295,Ron Howard,Daniel Brühl,1
1296,Ron Howard,Chris Hemsworth,2
1297,Ron Howard,Olivia Wilde,1
1298,Ron Howard,Alexandra Maria Lara,1
1299,Mike Flanagan,Kate Bosworth,1
1300,Mike Flanagan,Thomas Jane,1
1301,Mike Flanagan,Jacob Tremblay,1
1302,Mike Flanagan,Annabeth Gish,1
1303,David O. Russell,Bradley Cooper,3
1304,David O. Russell,Jennifer Lawrence,3
1305,David O. Russell,Robert De Niro,2
1306,David O. Russell,Jacki Weaver,1
1307,Alexi Pappas,Alexi Pappas,1
1308,Alexi Pappas,Chase Offerle,1
1309,Alexi Pappas,Rachel Dratch,1
1310,Alexi Pappas,Andy Buckley,1
1311,Josh Boone,Shailene Woodley,1
1312,Josh Boone,Ansel Elgort,1
1313,Josh Boone,Nat Wolff,1
1314,Josh Boone,Laura Dern,1
1315,Frank Coraci,Adam Sandler,2
1316,Frank Coraci,Drew Barrymore,1
1317,Frank Coraci,Wendi McLendon-Covey,1
1318,Frank Coraci,Kevin Nealon,1
1319,Rian Johnson,Joseph Gordon-Levitt,1
1320,Rian Johnson,Bruce Willis,1
1321,Rian Johnson,Emily Blunt,1
1322,Rian Johnson,Paul Dano,1
1323,Roland Emmerich,Channing Tatum,1
1324,Roland Emmerich,Jamie Foxx,1
1325,Roland Emmerich,Maggie Gyllenhaal,1
1326,Roland Emmerich,Jason Clarke,1
1327,David Lowery,Bryce Dallas Howard,1
1328,David Lowery,Robert Redford,1
1329,David Lowery,Oakes Fegley,1
1330,David Lowery,Oona Laurence,1
1331,Sam Raimi,Tobey Maguire,1
1332,Sam Raimi,Kirsten Dunst,1
1333,Sam Raimi,Topher Grace,1
1334,Sam Raimi,Thomas Haden Church,1
1335,Paul W.S. Anderson,Logan Lerman,1
1336,Paul W.S. Anderson,Matthew Macfadyen,1
1337,Paul W.S. Anderson,Ray Stevenson,1
1338,Matthew Vaughn,Charlie Cox,1
1339,Matthew Vaughn,Claire Danes,1
1340,Matthew Vaughn,Sienna Miller,1
1341,Matthew Vaughn,Ian McKellen,1
1342,David O. Russell,Christian Bale,2
1343,David O. Russell,Amy Adams,2
1344,Karyn Kusama,Megan Fox,1
1345,Karyn Kusama,Amanda Seyfried,1
1346,Karyn Kusama,Adam Brody,1
1347,Karyn Kusama,Johnny Simmons,1
1348,Woody Allen,Owen Wilson,1
1349,Woody Allen,Rachel McAdams,1
1350,Woody Allen,Kathy Bates,1
1351,Woody Allen,Kurt Fuller,1
1352,William Oldroyd,Florence Pugh,1
1353,William Oldroyd,Christopher Fairbank,1
1354,William Oldroyd,Cosmo Jarvis,1
1355,William Oldroyd,Naomi Ackie,1
1356,David O. Russell,Edgar Ramírez,1
1357,Jocelyn Moorhouse,Kate Winslet,1
1358,Jocelyn Moorhouse,Judy Davis,1
1359,Jocelyn Moorhouse,Liam Hemsworth,1
1360,Jocelyn Moorhouse,Hugo Weaving,1
1361,Woody Allen,Jesse Eisenberg,2
1362,Woody Allen,Kristen Stewart,1
1363,Woody Allen,Steve Carell,1
1364,Woody Allen,Blake Lively,1
1365,Robert Schwentke,Ansel Elgort,1
1366,Robert Schwentke,Kate Winslet,1
1367,Sergei Bodrov,Ben Barnes,1
1368,Sergei Bodrov,Julianne Moore,1
1369,Sergei Bodrov,Jeff Bridges,1
1370,Sergei Bodrov,Alicia Vikander,1
1371,Hugo Gélin,Omar Sy,1
1372,Hugo Gélin,Clémence Poésy,1
1373,Hugo Gélin,Antoine Bertrand,1
1374,Hugo Gélin,Ashley Walters,1
1375,James Marsh,Eddie Redmayne,1
1376,James Marsh,Felicity Jones,1
1377,James Marsh,Tom Prior,1
1378,James Marsh,Sophie Perry,1
1379,Evan Goldberg,James Franco,2
1380,Evan Goldberg,Jonah Hill,1
1381,Evan Goldberg,Seth Rogen,2
1382,Evan Goldberg,Jay Baruchel,1
1383,Richard Curtis,Domhnall Gleeson,1
1384,Richard Curtis,Rachel McAdams,1
1385,Richard Curtis,Bill Nighy,1
1386,Richard Curtis,Lydia Wilson,1
1387,Adam McKay,Will Ferrell,3
1388,Adam McKay,John C. Reilly,2
1389,Adam McKay,Mary Steenburgen,1
1390,Adam McKay,Richard Jenkins,1
1391,Jon Watts,Andy Powers,1
1392,Jon Watts,Laura Allen,1
1393,Jon Watts,Peter Stormare,1
1394,Jon Watts,Christian Distefano,1
1395,J.J. Abrams,Zoe Saldana,1
1396,J.J. Abrams,Benedict Cumberbatch,1
1397,Ruben Fleischer,Jesse Eisenberg,1
1398,Ruben Fleischer,Emma Stone,2
1399,Ruben Fleischer,Woody Harrelson,1
1400,Ruben Fleischer,Abigail Breslin,1
1401,Ethan Coen,George Clooney,1
1402,Ethan Coen,Alden Ehrenreich,1
1403,Ethan Coen,Ralph Fiennes,1
1404,Danny Boyle,Dev Patel,1
1405,Danny Boyle,Freida Pinto,1
1406,Danny Boyle,Saurabh Shukla,1
1407,Danny Boyle,Anil Kapoor,1
1408,Bill Condon,Kristen Stewart,2
1409,Bill Condon,Robert Pattinson,2
1410,Bill Condon,Taylor Lautner,2
1411,Bill Condon,Peter Facinelli,1
1412,Alex Ranarivelo,William Fichtner,1
1413,Alex Ranarivelo,Jon Voight,1
1414,Alex Ranarivelo,Lia Marie Johnson,1
1415,Alex Ranarivelo,Gabriel Basso,1
1416,Marc Webb,Rhys Ifans,1
1417,Marc Webb,Irrfan Khan,1
1418,Timur Bekmambetov,Jack Huston,1
1419,Timur Bekmambetov,Toby Kebbell,1
1420,Timur Bekmambetov,Rodrigo Santoro,1
1421,Timur Bekmambetov,Nazanin Boniadi,1
1422,J.D. Dillard,Jacob Latimore,1
1423,J.D. Dillard,Seychelle Gabriel,1
1424,J.D. Dillard,Dulé Hill,1
1425,J.D. Dillard,Storm Reid,1
1426,Wes Ball,Dylan O'Brien,2
1427,Wes Ball,Kaya Scodelario,2
1428,Wes Ball,Will Poulter,1
1429,Wes Ball,Thomas Brodie-Sangster,2
1430,Ariel Vromen,Kevin Costner,1
1431,Ariel Vromen,Ryan Reynolds,1
1432,Ariel Vromen,Gal Gadot,1
1433,Ariel Vromen,Gary Oldman,1
1434,Timur Bekmambetov,Angelina Jolie,1
1435,Timur Bekmambetov,James McAvoy,1
1436,Timur Bekmambetov,Morgan Freeman,1
1437,Timur Bekmambetov,Terence Stamp,1
1438,Stephen Frears,Meryl Streep,1
1439,Stephen Frears,Hugh Grant,1
1440,Stephen Frears,Simon Helberg,1
1441,Stephen Frears,Rebecca Ferguson,1
1442,Eran Creevy,Nicholas Hoult,1
1443,Eran Creevy,Felicity Jones,1
1444,Eran Creevy,Anthony Hopkins,1
1445,Eran Creevy,Ben Kingsley,1
1446,Scott Cooper,Johnny Depp,1
1447,Scott Cooper,Benedict Cumberbatch,1
1448,Scott Cooper,Dakota Johnson,1
1449,Scott Cooper,Joel Edgerton,1
1450,Ryan Coogler,Michael B. Jordan,1
1451,Ryan Coogler,Sylvester Stallone,1
1452,Ryan Coogler,Tessa Thompson,1
1453,Ryan Coogler,Phylicia Rashad,1
1454,Dan Kwan,Paul Dano,1
1455,Dan Kwan,Daniel Radcliffe,1
1456,Dan Kwan,Mary Elizabeth Winstead,1
1457,Dan Kwan,Antonia Ribero,1
1458,Patrick Hughes,Sylvester Stallone,1
1459,Patrick Hughes,Jason Statham,1
1460,Patrick Hughes,Jet Li,1
1461,Patrick Hughes,Antonio Banderas,1
1462,Jemaine Clement,Jemaine Clement,1
1463,Jemaine Clement,Taika Waititi,1
1464,Jemaine Clement,Cori Gonzalez-Macuer,1
1465,Jemaine Clement,Jonny Brugh,1
1466,Antoine Fuqua,Jake Gyllenhaal,1
1467,Antoine Fuqua,Rachel McAdams,1
1468,Antoine Fuqua,Oona Laurence,1
1469,Antoine Fuqua,Forest Whitaker,1
1470,Mike Flanagan,John Gallagher Jr.,1
1471,Mike Flanagan,Kate Siegel,1
1472,Mike Flanagan,Michael Trucco,1
1473,Mike Flanagan,Samantha Sloyan,1
1474,Steven Spielberg,Tom Hanks,1
1475,Steven Spielberg,Alan Alda,1
1476,Steven Spielberg,Amy Ryan,1
1477,Phil Lord,Chris Pratt,1
1478,Phil Lord,Will Ferrell,1
1479,Phil Lord,Elizabeth Banks,1
1480,Phil Lord,Will Arnett,1
1481,Baltasar Kormákur,Jason Clarke,1
1482,Baltasar Kormákur,Ang Phula Sherpa,1
1483,Baltasar Kormákur,Thomas M. Wright,1
1484,Baltasar Kormákur,Martin Henderson,1
1485,Chris Columbus,Adam Sandler,1
1486,Chris Columbus,Kevin James,1
1487,Chris Columbus,Michelle Monaghan,1
1488,Chris Columbus,Peter Dinklage,1
1489,Ridley Scott,Russell Crowe,4
1490,Ridley Scott,Cate Blanchett,1
1491,Ridley Scott,Matthew Macfadyen,1
1492,Ridley Scott,Max von Sydow,1
1493,James Mangold,Hugh Jackman,1
1494,James Mangold,Will Yun Lee,1
1495,James Mangold,Tao Okamoto,1
1496,James Mangold,Rila Fukushima,1
1497,Andrew Stanton,Taylor Kitsch,1
1498,Andrew Stanton,Lynn Collins,1
1499,Andrew Stanton,Willem Dafoe,1
1500,Andrew Stanton,Samantha Morton,1
1501,Peter Atencio,Keegan-Michael Key,1
1502,Peter Atencio,Jordan Peele,1
1503,Peter Atencio,Tiffany Haddish,1
1504,Peter Atencio,Method Man,1
1505,Pierre Morel,Sean Penn,1
1506,Pierre Morel,Idris Elba,1
1507,Pierre Morel,Jasmine Trinca,1
1508,Pierre Morel,Javier Bardem,1
1509,Danny Boyle,Michael Fassbender,1
1510,Danny Boyle,Kate Winslet,1
1511,Danny Boyle,Seth Rogen,1
1512,Danny Boyle,Jeff Daniels,1
1513,Gillies MacKinnon,Tim Pigott-Smith,1
1514,Gillies MacKinnon,Naomi Battrick,1
1515,Gillies MacKinnon,Ellie Kendrick,1
1516,Gillies MacKinnon,James Cosmo,1
1517,Dennis Dugan,Adam Sandler,4
1518,Dennis Dugan,Kevin James,2
1519,Dennis Dugan,Chris Rock,2
1520,Dennis Dugan,David Spade,1
1521,Lee Toland Krieger,Blake Lively,1
1522,Lee Toland Krieger,Michiel Huisman,1
1523,Lee Toland Krieger,Harrison Ford,1
1524,Lee Toland Krieger,Kathy Baker,1
1525,Louis Leterrier,Edward Norton,1
1526,Louis Leterrier,Liv Tyler,1
1527,Louis Leterrier,Tim Roth,1
1528,Louis Leterrier,William Hurt,1
1529,Peter Billingsley,Vince Vaughn,1
1530,Peter Billingsley,Malin Akerman,1
1531,Peter Billingsley,Jon Favreau,1
1532,Peter Billingsley,Jason Bateman,1
1533,Terry Jones,Simon Pegg,1
1534,Terry Jones,Kate Beckinsale,1
1535,Terry Jones,Sanjeev Bhaskar,1
1536,Terry Jones,Rob Riggle,1
1537,Steven Soderbergh,Channing Tatum,1
1538,Steven Soderbergh,Alex Pettyfer,1
1539,Steven Soderbergh,Olivia Munn,1
1540,Steven Soderbergh,Matthew McConaughey,1
1541,Kyle Balda,Sandra Bullock,1
1542,Kyle Balda,Jon Hamm,1
1543,Kyle Balda,Michael Keaton,1
1544,Kyle Balda,Pierre Coffin,1
1545,Rolfe Kanefsky,Natasha Henstridge,1
1546,Rolfe Kanefsky,Lukas Hassel,1
1547,Rolfe Kanefsky,Lin Shaye,1
1548,Rolfe Kanefsky,Dominique Swain,1
1549,Nicolas Winding Refn,Tom Hardy,1
1550,Nicolas Winding Refn,Kelly Adams,1
1551,Nicolas Winding Refn,Luing Andrews,1
1552,Nicolas Winding Refn,Katy Barker,1
1553,Pierre Coffin,Steve Carell,2
1554,Pierre Coffin,Jason Segel,1
1555,Pierre Coffin,Russell Brand,1
1556,Pierre Coffin,Julie Andrews,1
1557,Michael Hoffman,James Marsden,1
1558,Michael Hoffman,Michelle Monaghan,1
1559,Michael Hoffman,Luke Bracey,1
1560,Michael Hoffman,Liana Liberato,1
1561,Karyn Kusama,Logan Marshall-Green,1
1562,Karyn Kusama,Emayatzy Corinealdi,1
1563,Karyn Kusama,Michiel Huisman,1
1564,Karyn Kusama,Tammy Blanchard,1
1565,Kathryn Bigelow,Jessica Chastain,1
1566,Kathryn Bigelow,Joel Edgerton,1
1567,Kathryn Bigelow,Chris Pratt,1
1568,Kathryn Bigelow,Mark Strong,1
1569,Nathan Greno,Mandy Moore,1
1570,Nathan Greno,Zachary Levi,1
1571,Nathan Greno,Donna Murphy,1
1572,Nathan Greno,Ron Perlman,1
1573,Francis Lawrence,Jennifer Lawrence,3
1574,Francis Lawrence,Josh Hutcherson,3
1575,Francis Lawrence,Liam Hemsworth,3
1576,Francis Lawrence,Woody Harrelson,2
1577,John Francis Daley,Ed Helms,1
1578,John Francis Daley,Christina Applegate,1
1579,John Francis Daley,Skyler Gisondo,1
1580,John Francis Daley,Steele Stebbins,1
1581,Pierre Morel,Liam Neeson,1
1582,Pierre Morel,Maggie Grace,1
1583,Pierre Morel,Famke Janssen,1
1584,Pierre Morel,Leland Orser,1
1585,Elizabeth Banks,Anna Kendrick,1
1586,Elizabeth Banks,Rebel Wilson,1
1587,Elizabeth Banks,Hailee Steinfeld,1
1588,Elizabeth Banks,Brittany Snow,1
1589,Dan Scanlon,Billy Crystal,1
1590,Dan Scanlon,John Goodman,1
1591,Dan Scanlon,Steve Buscemi,1
1592,Dan Scanlon,Helen Mirren,1
1593,Paul Verhoeven,Isabelle Huppert,1
1594,Paul Verhoeven,Laurent Lafitte,1
1595,Paul Verhoeven,Anne Consigny,1
1596,Paul Verhoeven,Charles Berling,1
1597,Dennis Gansel,Jason Statham,1
1598,Dennis Gansel,Jessica Alba,1
1599,Dennis Gansel,Tommy Lee Jones,1
1600,Dennis Gansel,Michelle Yeoh,1
1601,Kevin Smith,Justin Long,1
1602,Kevin Smith,Michael Parks,1
1603,Kevin Smith,Haley Joel Osment,1
1604,Kevin Smith,Genesis Rodriguez,1
1605,Mark Williams,Alison Brie,1
1606,Mark Williams,Gerard Butler,1
1607,Mark Williams,Willem Dafoe,1
1608,Mark Williams,Gretchen Mol,1
1609,Joe Wright,Keira Knightley,2
1610,Joe Wright,James McAvoy,1
1611,Joe Wright,Brenda Blethyn,1
1612,Joe Wright,Saoirse Ronan,2
1613,David Yates,Bill Nighy,1
1614,Steve McQueen,Carey Mulligan,1
1615,Steve McQueen,James Badge Dale,1
1616,Steve McQueen,Lucy Walters,1
1617,Joe Wright,Cate Blanchett,1
1618,Joe Wright,Eric Bana,1
1619,Joe Wright,Vicky Krieps,1
1620,David Ross,Lauren Birkell,1
1621,David Ross,Paul Borghese,1
1622,David Ross,Chira Cassel,1
1623,David Ross,Anthony Cirillo,1
1624,Burr Steers,Lily James,1
1625,Burr Steers,Sam Riley,1
1626,Burr Steers,Jack Huston,1
1627,Burr Steers,Bella Heathcote,1
1628,Noam Murro,Sullivan Stapleton,1
1629,Noam Murro,Eva Green,1
1630,Noam Murro,Lena Headey,1
1631,Noam Murro,Hans Matheson,1
1632,Babak Najafi,Gerard Butler,1
1633,Babak Najafi,Aaron Eckhart,1
1634,Babak Najafi,Morgan Freeman,1
1635,Babak Najafi,Angela Bassett,1
1636,David Fincher,Brad Pitt,1
1637,David Fincher,Cate Blanchett,1
1638,David Fincher,Tilda Swinton,1
1639,David Fincher,Julia Ormond,1
1640,Frank Miller,Mickey Rourke,1
1641,Frank Miller,Jessica Alba,1
1642,Frank Miller,Josh Brolin,1
1643,Frank Miller,Joseph Gordon-Levitt,1
1644,Paul Greengrass,Edgar Ramírez,1
1645,Paul Greengrass,Joan Allen,1
1646,Paul Greengrass,Julia Stiles,1
1647,Srdjan Spasojevic,Srdjan 'Zika' Todorovic,1
1648,Srdjan Spasojevic,Sergej Trifunovic,1
1649,Srdjan Spasojevic,Jelena Gavrilovic,1
1650,Srdjan Spasojevic,Slobodan Bestic,1
1651,James DeMonaco,Frank Grillo,1
1652,James DeMonaco,Elizabeth Mitchell,1
1653,James DeMonaco,Mykelti Williamson,1
1654,James DeMonaco,Joseph Julian Soria,1
1655,Rajkumar Hirani,Aamir Khan,2
1656,Rajkumar Hirani,Madhavan,1
1657,Rajkumar Hirani,Mona Singh,1
1658,Rajkumar Hirani,Sharman Joshi,1
1659,Ben Stiller,Owen Wilson,1
1660,Ben Stiller,Penélope Cruz,1
1661,Ben Stiller,Will Ferrell,1
1662,Marc Forster,Brad Pitt,1
1663,Marc Forster,Mireille Enos,1
1664,Marc Forster,Daniella Kertesz,1
1665,Marc Forster,James Badge Dale,1
1666,Brad Bird,Tom Cruise,1
1667,Brad Bird,Jeremy Renner,1
1668,Brad Bird,Simon Pegg,1
1669,Brad Bird,Paula Patton,1
1670,Corey Asraf,Marilyn Manson,1
1671,Corey Asraf,Mark Boone Junior,1
1672,Corey Asraf,Sam Quartin,1
1673,Corey Asraf,Niko Nicotera,1
1674,Jon S. Baird,James McAvoy,1
1675,Jon S. Baird,Jamie Bell,1
1676,Jon S. Baird,Eddie Marsan,1
1677,Jon S. Baird,Imogen Poots,1
1678,George Tillman Jr.,Scott Eastwood,1
1679,George Tillman Jr.,Britt Robertson,1
1680,George Tillman Jr.,Alan Alda,1
1681,George Tillman Jr.,Jack Huston,1
1682,J.A. Bayona,Naomi Watts,1
1683,J.A. Bayona,Ewan McGregor,1
1684,J.A. Bayona,Tom Holland,1
1685,J.A. Bayona,Oaklee Pendergast,1
1686,Jeff Wadlow,Aaron Taylor-Johnson,1
1687,Jeff Wadlow,Chloë Grace Moretz,1
1688,Jeff Wadlow,Christopher Mintz-Plasse,1
1689,Jeff Wadlow,Jim Carrey,1
1690,Jeff Grace,Alex Karpovsky,1
1691,Jeff Grace,Wyatt Russell,1
1692,Jeff Grace,Meredith Hagner,1
1693,Jeff Grace,Melanie Lynskey,1
1694,Sam Raimi,James Franco,1
1695,Sam Raimi,Michelle Williams,1
1696,Sam Raimi,Rachel Weisz,1
1697,Sam Raimi,Mila Kunis,1
1698,John Crowley,Saoirse Ronan,1
1699,John Crowley,Emory Cohen,1
1700,John Crowley,Domhnall Gleeson,1
1701,John Crowley,Jim Broadbent,2
1702,Henry Selick,Dakota Fanning,1
1703,Henry Selick,Teri Hatcher,1
1704,Henry Selick,John Hodgman,1
1705,Henry Selick,Jennifer Saunders,1
1706,Derek Cianfrance,Michelle Williams,1
1707,Derek Cianfrance,John Doman,1
1708,Derek Cianfrance,Faith Wladyka,1
1709,Michael J. Gallagher,Logan Paul,1
1710,Michael J. Gallagher,Peyton List,1
1711,Michael J. Gallagher,Lia Marie Johnson,1
1712,Michael J. Gallagher,Calum Worthy,1
1713,Christophe Gans,Radha Mitchell,1
1714,Christophe Gans,Laurie Holden,1
1715,Christophe Gans,Sean Bean,1
1716,Christophe Gans,Deborah Kara Unger,1
1717,Pete Travis,Karl Urban,1
1718,Pete Travis,Olivia Thirlby,1
1719,Pete Travis,Lena Headey,1
1720,Pete Travis,Rachel Wood,1
1721,Taika Waititi,Sam Neill,1
1722,Taika Waititi,Julian Dennison,1
1723,Taika Waititi,Rima Te Wiata,1
1724,Taika Waititi,Rachel House,1
1725,Don Hall,Ryan Potter,1
1726,Don Hall,Scott Adsit,1
1727,Don Hall,Jamie Chung,1
1728,Don Hall,T.J. Miller,1
1729,Kimberly Peirce,Chloë Grace Moretz,1
1730,Kimberly Peirce,Julianne Moore,1
1731,Kimberly Peirce,Gabriella Wilde,1
1732,Kimberly Peirce,Portia Doubleday,1
1733,Jon Favreau,Mickey Rourke,1
1734,Jon Favreau,Don Cheadle,1
1735,Jean-Marc Vallée,Jake Gyllenhaal,1
1736,Jean-Marc Vallée,Naomi Watts,1
1737,Jean-Marc Vallée,Chris Cooper,1
1738,Jean-Marc Vallée,Judah Lewis,1
1739,Christian Alvart,Dennis Quaid,1
1740,Christian Alvart,Ben Foster,1
1741,Christian Alvart,Cam Gigandet,1
1742,Christian Alvart,Antje Traue,1
1743,Antoine Fuqua,Gerard Butler,1
1744,Antoine Fuqua,Aaron Eckhart,1
1745,Antoine Fuqua,Morgan Freeman,1
1746,Antoine Fuqua,Angela Bassett,1
1747,D.J. Caruso,Alex Pettyfer,1
1748,D.J. Caruso,Timothy Olyphant,1
1749,D.J. Caruso,Dianna Agron,1
1750,D.J. Caruso,Teresa Palmer,1
1751,Thomas Vinterberg,Mads Mikkelsen,1
1752,Thomas Vinterberg,Thomas Bo Larsen,1
1753,Thomas Vinterberg,Annika Wedderkopp,1
1754,Thomas Vinterberg,Lasse Fogelstrøm,1
1755,Anne Fletcher,Sandra Bullock,1
1756,Anne Fletcher,Ryan Reynolds,1
1757,Anne Fletcher,Mary Steenburgen,1
1758,Anne Fletcher,Craig T. Nelson,1
1759,Etan Cohen,Will Ferrell,1
1760,Etan Cohen,Kevin Hart,1
1761,Etan Cohen,Alison Brie,1
1762,Etan Cohen,T.I.,1
1763,Dennis Dugan,Jennifer Aniston,1
1764,Dennis Dugan,Brooklyn Decker,1
1765,Dennis Dugan,Nicole Kidman,1
1766,Sam Mendes,Leonardo DiCaprio,1
1767,Sam Mendes,Kate Winslet,1
1768,Sam Mendes,Christopher Fitzgerald,1
1769,Sam Mendes,Jonathan Roumie,1
1770,Ben Affleck,Rebecca Hall,1
1771,Ben Affleck,Jon Hamm,1
1772,Ben Affleck,Jeremy Renner,1
1773,William Brent Bell,Lauren Cohan,1
1774,William Brent Bell,Rupert Evans,1
1775,William Brent Bell,James Russell,1
1776,William Brent Bell,Jim Norton,1
1777,Mick Jackson,Rachel Weisz,1
1778,Mick Jackson,Tom Wilkinson,1
1779,Mick Jackson,Timothy Spall,1
1780,Mick Jackson,Andrew Scott,1
1781,Michael Spierig,Ethan Hawke,1
1782,Michael Spierig,Sarah Snook,1
1783,Michael Spierig,Noah Taylor,1
1784,Michael Spierig,Madeleine West,1
1785,Rob Letterman,Jack Black,1
1786,Rob Letterman,Dylan Minnette,1
1787,Rob Letterman,Odeya Rush,1
1788,Rob Letterman,Ryan Lee,1
1789,Guy Ritchie,Jared Harris,1
1790,Phillip Noyce,Angelina Jolie,1
1791,Phillip Noyce,Liev Schreiber,1
1792,Phillip Noyce,Chiwetel Ejiofor,1
1793,Phillip Noyce,Daniel Olbrychski,1
1794,Denis Villeneuve,Mélanie Laurent,1
1795,Denis Villeneuve,Sarah Gadon,1
1796,Denis Villeneuve,Isabella Rossellini,1
1797,Neill Blomkamp,Sharlto Copley,3
1798,Neill Blomkamp,David James,1
1799,Neill Blomkamp,Jason Cope,1
1800,Neill Blomkamp,Nathalie Boltt,1
1801,Adam McKay,Mark Wahlberg,1
1802,Adam McKay,Derek Jeter,1
1803,Adam McKay,Eva Mendes,1
1804,Ridley Scott,Denzel Washington,1
1805,Ridley Scott,Chiwetel Ejiofor,1
1806,Ridley Scott,Josh Brolin,1
1807,Sofia Coppola,Kirsten Dunst,1
1808,Sofia Coppola,Jason Schwartzman,1
1809,Sofia Coppola,Rip Torn,1
1810,Sofia Coppola,Judy Davis,1
1811,Roland Emmerich,John Cusack,1
1812,Roland Emmerich,Thandie Newton,1
1813,Roland Emmerich,Chiwetel Ejiofor,1
1814,Roland Emmerich,Amanda Peet,1
1815,Ben Affleck,Bryan Cranston,1
1816,Ben Affleck,John Goodman,1
1817,Ben Affleck,Alan Arkin,1
1818,Dexter Fletcher,Taron Egerton,1
1819,Dexter Fletcher,Hugh Jackman,1
1820,Dexter Fletcher,Tom Costello,1
1821,Dexter Fletcher,Jo Hartley,1
1822,Florian Henckel von Donnersmarck,Ulrich Mühe,1
1823,Florian Henckel von Donnersmarck,Martina Gedeck,1
1824,Florian Henckel von Donnersmarck,Sebastian Koch,1
1825,Florian Henckel von Donnersmarck,Ulrich Tukur,1
1826,Carles Torrens,Dominic Monaghan,1
1827,Carles Torrens,Ksenia Solo,1
1828,Carles Torrens,Jennette McCurdy,1
1829,Carles Torrens,Da'Vone McDonald,1
1830,Amber Tamblyn,Alia Shawkat,1
1831,Amber Tamblyn,Nancy Kwan,1
1832,Amber Tamblyn,Annabelle Attanasio,1
1833,Amber Tamblyn,Alfred Molina,1
1834,Justin Kurzel,Jack Madigan,1
1835,Justin Kurzel,Frank Madigan,1
1836,Nicholas Stoller,Kristen Bell,1
1837,Nicholas Stoller,Jason Segel,1
1838,Nicholas Stoller,Paul Rudd,1
1839,Nicholas Stoller,Mila Kunis,1
1840,Phillip Noyce,Brenton Thwaites,1
1841,Phillip Noyce,Jeff Bridges,1
1842,Phillip Noyce,Meryl Streep,1
1843,Phillip Noyce,Taylor Swift,1
1844,John Hillcoat,Casey Affleck,1
1845,John Hillcoat,Chiwetel Ejiofor,1
1846,John Hillcoat,Anthony Mackie,1
1847,John Hillcoat,Aaron Paul,1
1848,Paolo Genovese,Giuseppe Battiston,1
1849,Paolo Genovese,Anna Foglietta,1
1850,Paolo Genovese,Marco Giallini,1
1851,Paolo Genovese,Edoardo Leo,1
1852,Clay Kaytis,Jason Sudeikis,1
1853,Clay Kaytis,Josh Gad,1
1854,Clay Kaytis,Danny McBride,1
1855,Clay Kaytis,Maya Rudolph,1
1856,Wes Anderson,Jared Gilman,1
1857,Wes Anderson,Kara Hayward,1
1858,Wes Anderson,Bruce Willis,1
1859,Wes Anderson,Bill Murray,2
1860,Adam Shankman,John Travolta,1
1861,Adam Shankman,Queen Latifah,1
1862,Adam Shankman,Nikki Blonsky,1
1863,Adam Shankman,Michelle Pfeiffer,1
1864,Lasse Hallström,Julianne Hough,1
1865,Lasse Hallström,Josh Duhamel,1
1866,Lasse Hallström,Cobie Smulders,1
1867,Lasse Hallström,David Lyons,1
1868,Glenn Ficarra,Will Smith,1
1869,Glenn Ficarra,Margot Robbie,2
1870,Glenn Ficarra,Rodrigo Santoro,1
1871,Glenn Ficarra,Adrian Martinez,1
1872,Brad Bird,Brad Garrett,1
1873,Brad Bird,Lou Romano,1
1874,Brad Bird,Patton Oswalt,1
1875,Brad Bird,Ian Holm,1
1876,Jim Mickle,Connor Paolo,1
1877,Jim Mickle,Nick Damici,1
1878,Jim Mickle,Kelly McGillis,1
1879,Jim Mickle,Gregory Jones,1
1880,Albert Hughes,Denzel Washington,1
1881,Albert Hughes,Mila Kunis,1
1882,Albert Hughes,Ray Stevenson,1
1883,Albert Hughes,Gary Oldman,1
1884,Matt Reeves,Mike Vogel,1
1885,Matt Reeves,Jessica Lucas,1
1886,Matt Reeves,Lizzy Caplan,1
1887,Matt Reeves,T.J. Miller,1
1888,Ericson Core,Edgar Ramírez,1
1889,Ericson Core,Luke Bracey,1
1890,Ericson Core,Ray Winstone,1
1891,Ericson Core,Teresa Palmer,1
1892,Jonathan Glazer,Scarlett Johansson,1
1893,Jonathan Glazer,Jeremy McWilliams,1
1894,Jonathan Glazer,Lynsey Taylor Mackay,1
1895,Jonathan Glazer,Dougie McConnell,1
1896,Francis Lawrence,Will Smith,1
1897,Francis Lawrence,Alice Braga,1
1898,Francis Lawrence,Charlie Tahan,1
1899,Francis Lawrence,Salli Richardson-Whitfield,1
1900,Barry Sonnenfeld,Will Smith,1
1901,Barry Sonnenfeld,Tommy Lee Jones,1
1902,Barry Sonnenfeld,Josh Brolin,1
1903,Barry Sonnenfeld,Jemaine Clement,1
1904,J.J. Abrams,Elle Fanning,1
1905,J.J. Abrams,AJ Michalka,1
1906,J.J. Abrams,Kyle Chandler,1
1907,J.J. Abrams,Joel Courtney,1
1908,F. Gary Gray,Gerard Butler,1
1909,F. Gary Gray,Jamie Foxx,1
1910,F. Gary Gray,Leslie Bibb,1
1911,F. Gary Gray,Colm Meaney,1
1912,Pete Docter,Edward Asner,1
1913,Pete Docter,Jordan Nagai,1
1914,Pete Docter,John Ratzenberger,1
